"","date","time","lat","lon","name","sym","cmt"
"401",2018-05-08,"13:16:14Z",0.585829,12.639577,"TRSTART226","Pin, Green","M 40"
"402",2018-05-08,"13:04:59Z",0.584279,12.640393,"TRSTOP329","Pin, Green",""
"403",2018-05-09,"12:04:16Z",0.593853,12.669821,"START1418","Pin, Blue","P 35"
"404",2018-05-09,"09:22:46Z",0.599461,12.666409,"START825","Pin, Blue","P 40"
"405",2018-05-09,"12:04:39Z",0.593785,12.669893,"STOP724","Pin, Blue",""
"406",2018-05-09,"09:25:35Z",0.598609,12.66656,"TRSTOP426","Pin, Green",""
"407",2018-05-17,"09:53:45Z",-0.298206,12.441727,"START170","Pin, Blue","M 45"
"408",2018-05-17,"14:54:07Z",-0.297635,12.441826,"STOP168","Pin, Blue",""
"409",2018-05-23,"08:22:43Z",-0.24974,12.491696,"JCT020","Crossing",""
"410",2018-05-23,"12:47:29Z",-0.238551,12.491093,"JCT021220","Crossing",""
"411",2018-05-23,"12:02:04Z",-0.241116,12.490855,"JCT021319","Crossing","M 45"
"412",2018-05-23,"12:00:18Z",-0.241431,12.490974,"JCT021419","Crossing",""
"413",2018-05-23,"11:59:30Z",-0.241816,12.490961,"JCT021517","Crossing",""
"414",2018-05-23,"11:53:39Z",-0.243879,12.490376,"JCT021616","Crossing","M 45"
"415",2018-05-23,"11:40:53Z",-0.24573,12.490566,"JCT021714","Crossing","P 45"
"416",2018-05-23,"11:40:36Z",-0.245806,12.490601,"JCT021810","Crossing",""
"417",2018-05-23,"09:51:50Z",-0.247272,12.490398,"JCT02189","Crossing","P 40"
"418",2018-05-23,"08:22:27Z",-0.249872,12.491749,"JCT02190","Crossing",""
"419",2018-05-23,"11:28:03Z",-0.24623,12.490657,"JCT02198","Crossing",""
"420",2018-05-23,"09:52:18Z",-0.247363,12.490291,"JCT02208","Crossing",""
"421",2018-05-23,"08:20:22Z",-0.250666,12.491907,"JCT02247","Crossing","M"
"422",2018-05-23,"08:18:44Z",-0.251066,12.492082,"JCT02338","Crossing","P 40"
"423",2018-05-23,"08:18:24Z",-0.251165,12.492163,"JCT02530","Crossing",""
"424",2018-05-23,"08:17:11Z",-0.251723,12.492428,"JCT02725","Crossing",""
"425",2018-05-23,"08:16:46Z",-0.251867,12.492526,"JCT02920","Crossing",""
"426",2018-05-23,"11:57:52Z",-0.242511,12.491014,"JCT03130","Crossing",""
"427",2018-05-23,"11:55:49Z",-0.243108,12.490545,"JCT03223","Crossing","M 40"
"428",2018-05-23,"09:19:19Z",-0.247536,12.491051,"JCT03316","Crossing",""
"429",2018-05-23,"08:23:49Z",-0.249584,12.491661,"JCT03416","Crossing",""
"430",2018-05-23,"08:19:24Z",-0.250927,12.492013,"JCT03510","Crossing",""
"431",2018-05-23,"12:03:40Z",-0.240551,12.491009,"JCT0359","Crossing","P 40"
"432",2018-05-23,"11:41:57Z",-0.245389,12.490516,"JCT057","Crossing",""
"433",2018-05-23,"08:15:28Z",-0.252045,12.492775,"START178","Pin, Blue","M 40"
"434",2018-05-23,"09:51:18Z",-0.247338,12.490503,"START248","Pin, Blue","P 45"
"435",2018-05-23,"09:58:31Z",-0.247238,12.490198,"START437","Pin, Blue","M 40"
"436",2018-05-23,"10:04:05Z",-0.246852,12.490535,"START535","Pin, Blue","M 45"
"437",2018-05-23,"08:16:17Z",-0.251968,12.492661,"START630","Pin, Blue","M 45"
"438",2018-05-23,"12:16:18Z",-0.239186,12.491119,"STOP169","Pin, Blue",""
"439",2018-05-23,"13:10:28Z",-0.238172,12.491037,"STOP244","Pin, Blue",""
"440",2018-05-23,"08:15:49Z",-0.252013,12.492754,"STOP337","Pin, Blue",""
"441",2018-05-23,"09:52:25Z",-0.247378,12.490269,"STOP528","Pin, Blue",""
"442",2018-05-23,"09:17:50Z",-0.247934,12.491452,"TRSTART79","Pin, Green","P 45"
"443",2018-05-23,"08:25:25Z",-0.249048,12.49156,"TRSTOP158","Pin, Green",""
"444",2018-05-23,"09:19:37Z",-0.247452,12.491033,"TRSTOP239","Pin, Green",""
"445",2018-05-25,"11:27:01Z",-0.172224,12.50175,"JCT021128","Crossing",""
"446",2018-05-25,"11:29:39Z",-0.172643,12.502324,"JCT02435","Crossing",""
"447",2018-05-25,"11:28:07Z",-0.172437,12.501924,"JCT02627","Crossing",""
"448",2018-05-25,"11:27:11Z",-0.172245,12.501767,"JCT02825","Crossing",""
"449",2018-05-25,"11:25:54Z",-0.172144,12.501499,"START348","Pin, Blue","M 45"
"450",2018-05-25,"12:44:53Z",-0.172699,12.503701,"START727","Pin, Blue","P 45"
"451",2018-05-25,"12:15:53Z",-0.172872,12.502772,"STOP429","Pin, Blue",""
"452",2018-05-25,"12:45:37Z",-0.172541,12.503588,"TRSTOP99","Pin, Green",""
